drug,event,count,ror,ror_ci_lower,ror_ci_upper,prr,chi2,signal_flagged,rationale
DUPIXENT,Nasal obstruction,63,28.83,21.77,38.18,28.81,1308.04,True,"DUPIXENT was reported with 'Nasal obstruction' in 63 cases. This combination occurs 28.83x more often than expected (95% CI: 21.77-38.18, entirely above 1, meaning the result is statistically significant). PRR=28.81 (≥2 threshold met), chi2=1308.04 (≥4 threshold met)."
INFLIXIMAB,Drug level decreased,85,18.34,14.68,22.91,18.31,1272.89,True,"INFLIXIMAB was reported with 'Drug level decreased' in 85 cases. This combination occurs 18.34x more often than expected (95% CI: 14.68-22.91, entirely above 1, meaning the result is statistically significant). PRR=18.31 (≥2 threshold met), chi2=1272.89 (≥4 threshold met)."
TYMLOS,Spinal pain,91,17.01,13.73,21.07,16.98,1261.7,True,"TYMLOS was reported with 'Spinal pain' in 91 cases. This combination occurs 17.01x more often than expected (95% CI: 13.73-21.07, entirely above 1, meaning the result is statistically significant). PRR=16.98 (≥2 threshold met), chi2=1261.7 (≥4 threshold met)."
TYMLOS,Injection site erythema,245,7.21,6.35,8.2,7.18,1259.72,True,"TYMLOS was reported with 'Injection site erythema' in 245 cases. This combination occurs 7.21x more often than expected (95% CI: 6.35-8.2, entirely above 1, meaning the result is statistically significant). PRR=7.18 (≥2 threshold met), chi2=1259.72 (≥4 threshold met)."
TYMLOS,Flushing,229,7.59,6.65,8.66,7.56,1256.43,True,"TYMLOS was reported with 'Flushing' in 229 cases. This combination occurs 7.59x more often than expected (95% CI: 6.65-8.66, entirely above 1, meaning the result is statistically significant). PRR=7.56 (≥2 threshold met), chi2=1256.43 (≥4 threshold met)."
DUPIXENT,Dyshidrotic eczema,32,68.42,43.57,107.44,68.4,1253.34,True,"DUPIXENT was reported with 'Dyshidrotic eczema' in 32 cases. This combination occurs 68.42x more often than expected (95% CI: 43.57-107.44, entirely above 1, meaning the result is statistically significant). PRR=68.4 (≥2 threshold met), chi2=1253.34 (≥4 threshold met)."
INFLIXIMAB,Drug level below therapeutic,73,20.89,16.41,26.6,20.86,1248.28,True,"INFLIXIMAB was reported with 'Drug level below therapeutic' in 73 cases. This combination occurs 20.89x more often than expected (95% CI: 16.41-26.6, entirely above 1, meaning the result is statistically significant). PRR=20.86 (≥2 threshold met), chi2=1248.28 (≥4 threshold met)."
METHOTREXATE,Intracranial hypotension,30,59.7,39.06,91.25,59.67,1231.47,True,"METHOTREXATE was reported with 'Intracranial hypotension' in 30 cases. This combination occurs 59.7x more often than expected (95% CI: 39.06-91.25, entirely above 1, meaning the result is statistically significant). PRR=59.67 (≥2 threshold met), chi2=1231.47 (≥4 threshold met)."
DUPIXENT,Conjunctivitis,198,8.66,7.49,10.02,8.65,1231.34,True,"DUPIXENT was reported with 'Conjunctivitis' in 198 cases. This combination occurs 8.66x more often than expected (95% CI: 7.49-10.02, entirely above 1, meaning the result is statistically significant). PRR=8.65 (≥2 threshold met), chi2=1231.34 (≥4 threshold met)."
TYMLOS,Needle issue,146,10.46,8.85,12.35,10.43,1183.09,True,"TYMLOS was reported with 'Needle issue' in 146 cases. This combination occurs 10.46x more often than expected (95% CI: 8.85-12.35, entirely above 1, meaning the result is statistically significant). PRR=10.43 (≥2 threshold met), chi2=1183.09 (≥4 threshold met)."
DUPIXENT,Rash pruritic,392,4.92,4.45,5.45,4.91,1161.94,True,"DUPIXENT was reported with 'Rash pruritic' in 392 cases. This combination occurs 4.92x more often than expected (95% CI: 4.45-5.45, entirely above 1, meaning the result is statistically significant). PRR=4.91 (≥2 threshold met), chi2=1161.94 (≥4 threshold met)."
TYMLOS,Vertigo,242,6.78,5.96,7.71,6.75,1147.46,True,"TYMLOS was reported with 'Vertigo' in 242 cases. This combination occurs 6.78x more often than expected (95% CI: 5.96-7.71, entirely above 1, meaning the result is statistically significant). PRR=6.75 (≥2 threshold met), chi2=1147.46 (≥4 threshold met)."
INFLIXIMAB,Fistula,84,16.77,13.42,20.96,16.74,1145.95,True,"INFLIXIMAB was reported with 'Fistula' in 84 cases. This combination occurs 16.77x more often than expected (95% CI: 13.42-20.96, entirely above 1, meaning the result is statistically significant). PRR=16.74 (≥2 threshold met), chi2=1145.95 (≥4 threshold met)."
DUPIXENT,Dermatitis allergic,127,12.0,9.98,14.43,11.98,1139.76,True,"DUPIXENT was reported with 'Dermatitis allergic' in 127 cases. This combination occurs 12.0x more often than expected (95% CI: 9.98-14.43, entirely above 1, meaning the result is statistically significant). PRR=11.98 (≥2 threshold met), chi2=1139.76 (≥4 threshold met)."
DUPIXENT,Injection site discomfort,108,13.58,11.1,16.6,13.56,1104.42,True,"DUPIXENT was reported with 'Injection site discomfort' in 108 cases. This combination occurs 13.58x more often than expected (95% CI: 11.1-16.6, entirely above 1, meaning the result is statistically significant). PRR=13.56 (≥2 threshold met), chi2=1104.42 (≥4 threshold met)."
DUPIXENT,Rhinorrhoea,430,4.47,4.06,4.92,4.45,1102.68,True,"DUPIXENT was reported with 'Rhinorrhoea' in 430 cases. This combination occurs 4.47x more often than expected (95% CI: 4.06-4.92, entirely above 1, meaning the result is statistically significant). PRR=4.45 (≥2 threshold met), chi2=1102.68 (≥4 threshold met)."
DUPIXENT,Skin discomfort,62,24.11,18.26,31.83,24.09,1102.36,True,"DUPIXENT was reported with 'Skin discomfort' in 62 cases. This combination occurs 24.11x more often than expected (95% CI: 18.26-31.83, entirely above 1, meaning the result is statistically significant). PRR=24.09 (≥2 threshold met), chi2=1102.36 (≥4 threshold met)."
DUPIXENT,Eye irritation,325,5.04,4.51,5.64,5.03,999.18,True,"DUPIXENT was reported with 'Eye irritation' in 325 cases. This combination occurs 5.04x more often than expected (95% CI: 4.51-5.64, entirely above 1, meaning the result is statistically significant). PRR=5.03 (≥2 threshold met), chi2=999.18 (≥4 threshold met)."
RITUXIMAB,Diffuse large B-cell lymphoma recurrent,68,18.61,14.44,24.0,18.6,992.33,True,"RITUXIMAB was reported with 'Diffuse large B-cell lymphoma recurrent' in 68 cases. This combination occurs 18.61x more often than expected (95% CI: 14.44-24.0, entirely above 1, meaning the result is statistically significant). PRR=18.6 (≥2 threshold met), chi2=992.33 (≥4 threshold met)."
TYMLOS,Blood calcium increased,154,8.36,7.11,9.82,8.33,954.57,True,"TYMLOS was reported with 'Blood calcium increased' in 154 cases. This combination occurs 8.36x more often than expected (95% CI: 7.11-9.82, entirely above 1, meaning the result is statistically significant). PRR=8.33 (≥2 threshold met), chi2=954.57 (≥4 threshold met)."
TYMLOS,Pain in jaw,144,8.78,7.43,10.38,8.76,948.78,True,"TYMLOS was reported with 'Pain in jaw' in 144 cases. This combination occurs 8.78x more often than expected (95% CI: 7.43-10.38, entirely above 1, meaning the result is statistically significant). PRR=8.76 (≥2 threshold met), chi2=948.78 (≥4 threshold met)."
ACETAMINOPHEN,Poisoning deliberate,100,12.55,10.2,15.44,12.53,947.17,True,"ACETAMINOPHEN was reported with 'Poisoning deliberate' in 100 cases. This combination occurs 12.55x more often than expected (95% CI: 10.2-15.44, entirely above 1, meaning the result is statistically significant). PRR=12.53 (≥2 threshold met), chi2=947.17 (≥4 threshold met)."
INFLIXIMAB,Drug specific antibody present,48,23.36,17.32,31.51,23.34,917.52,True,"INFLIXIMAB was reported with 'Drug specific antibody present' in 48 cases. This combination occurs 23.36x more often than expected (95% CI: 17.32-31.51, entirely above 1, meaning the result is statistically significant). PRR=23.34 (≥2 threshold met), chi2=917.52 (≥4 threshold met)."
RITUXIMAB,Ear pruritus,80,14.6,11.59,18.4,14.59,911.58,True,"RITUXIMAB was reported with 'Ear pruritus' in 80 cases. This combination occurs 14.6x more often than expected (95% CI: 11.59-18.4, entirely above 1, meaning the result is statistically significant). PRR=14.59 (≥2 threshold met), chi2=911.58 (≥4 threshold met)."
DUPIXENT,Eye discharge,95,12.72,10.27,15.75,12.71,907.56,True,"DUPIXENT was reported with 'Eye discharge' in 95 cases. This combination occurs 12.72x more often than expected (95% CI: 10.27-15.75, entirely above 1, meaning the result is statistically significant). PRR=12.71 (≥2 threshold met), chi2=907.56 (≥4 threshold met)."
TYMLOS,Injection site pruritus,155,7.88,6.71,9.25,7.86,893.0,True,"TYMLOS was reported with 'Injection site pruritus' in 155 cases. This combination occurs 7.88x more often than expected (95% CI: 6.71-9.25, entirely above 1, meaning the result is statistically significant). PRR=7.86 (≥2 threshold met), chi2=893.0 (≥4 threshold met)."
DUPIXENT,Influenza,657,3.08,2.85,3.33,3.07,890.55,True,"DUPIXENT was reported with 'Influenza' in 657 cases. This combination occurs 3.08x more often than expected (95% CI: 2.85-3.33, entirely above 1, meaning the result is statistically significant). PRR=3.07 (≥2 threshold met), chi2=890.55 (≥4 threshold met)."
DUPIXENT,Oral herpes,158,7.97,6.78,9.37,7.96,889.51,True,"DUPIXENT was reported with 'Oral herpes' in 158 cases. This combination occurs 7.97x more often than expected (95% CI: 6.78-9.37, entirely above 1, meaning the result is statistically significant). PRR=7.96 (≥2 threshold met), chi2=889.51 (≥4 threshold met)."
INFLIXIMAB,Anal fistula,46,23.01,16.95,31.23,22.99,866.37,True,"INFLIXIMAB was reported with 'Anal fistula' in 46 cases. This combination occurs 23.01x more often than expected (95% CI: 16.95-31.23, entirely above 1, meaning the result is statistically significant). PRR=22.99 (≥2 threshold met), chi2=866.37 (≥4 threshold met)."
TYMLOS,Injection site discomfort,66,16.05,12.49,20.63,16.03,861.35,True,"TYMLOS was reported with 'Injection site discomfort' in 66 cases. This combination occurs 16.05x more often than expected (95% CI: 12.49-20.63, entirely above 1, meaning the result is statistically significant). PRR=16.03 (≥2 threshold met), chi2=861.35 (≥4 threshold met)."
TYMLOS,Head discomfort,144,7.84,6.64,9.26,7.82,824.66,True,"TYMLOS was reported with 'Head discomfort' in 144 cases. This combination occurs 7.84x more often than expected (95% CI: 6.64-9.26, entirely above 1, meaning the result is statistically significant). PRR=7.82 (≥2 threshold met), chi2=824.66 (≥4 threshold met)."
DUPIXENT,Injection site dryness,22,60.1,35.36,102.15,60.09,793.41,True,"DUPIXENT was reported with 'Injection site dryness' in 22 cases. This combination occurs 60.1x more often than expected (95% CI: 35.36-102.15, entirely above 1, meaning the result is statistically significant). PRR=60.09 (≥2 threshold met), chi2=793.41 (≥4 threshold met)."
TYMLOS,Injection site discolouration,63,15.16,11.73,19.58,15.14,773.46,True,"TYMLOS was reported with 'Injection site discolouration' in 63 cases. This combination occurs 15.16x more often than expected (95% CI: 11.73-19.58, entirely above 1, meaning the result is statistically significant). PRR=15.14 (≥2 threshold met), chi2=773.46 (≥4 threshold met)."
DUPIXENT,Mood disorder due to a general medical condition,19,71.87,39.77,129.85,71.85,766.97,True,"DUPIXENT was reported with 'Mood disorder due to a general medical condition' in 19 cases. This combination occurs 71.87x more often than expected (95% CI: 39.77-129.85, entirely above 1, meaning the result is statistically significant). PRR=71.85 (≥2 threshold met), chi2=766.97 (≥4 threshold met)."
INFLIXIMAB,Drug level above therapeutic,46,19.88,14.68,26.93,19.86,748.54,True,"INFLIXIMAB was reported with 'Drug level above therapeutic' in 46 cases. This combination occurs 19.88x more often than expected (95% CI: 14.68-26.93, entirely above 1, meaning the result is statistically significant). PRR=19.86 (≥2 threshold met), chi2=748.54 (≥4 threshold met)."
DUPIXENT,Vision blurred,389,3.72,3.36,4.11,3.7,741.07,True,"DUPIXENT was reported with 'Vision blurred' in 389 cases. This combination occurs 3.72x more often than expected (95% CI: 3.36-4.11, entirely above 1, meaning the result is statistically significant). PRR=3.7 (≥2 threshold met), chi2=741.07 (≥4 threshold met)."
TYMLOS,Blood parathyroid hormone increased,22,42.41,26.77,67.18,42.39,733.87,True,"TYMLOS was reported with 'Blood parathyroid hormone increased' in 22 cases. This combination occurs 42.41x more often than expected (95% CI: 26.77-67.18, entirely above 1, meaning the result is statistically significant). PRR=42.39 (≥2 threshold met), chi2=733.87 (≥4 threshold met)."
DUPIXENT,Rebound effect,92,10.74,8.66,13.32,10.73,731.96,True,"DUPIXENT was reported with 'Rebound effect' in 92 cases. This combination occurs 10.74x more often than expected (95% CI: 8.66-13.32, entirely above 1, meaning the result is statistically significant). PRR=10.73 (≥2 threshold met), chi2=731.96 (≥4 threshold met)."
INFLIXIMAB,Underdose,305,4.23,3.77,4.73,4.21,730.65,True,"INFLIXIMAB was reported with 'Underdose' in 305 cases. This combination occurs 4.23x more often than expected (95% CI: 3.77-4.73, entirely above 1, meaning the result is statistically significant). PRR=4.21 (≥2 threshold met), chi2=730.65 (≥4 threshold met)."
ACETAMINOPHEN,Suspected suicide,166,6.5,5.55,7.6,6.49,725.29,True,"ACETAMINOPHEN was reported with 'Suspected suicide' in 166 cases. This combination occurs 6.5x more often than expected (95% CI: 5.55-7.6, entirely above 1, meaning the result is statistically significant). PRR=6.49 (≥2 threshold met), chi2=725.29 (≥4 threshold met)."
TYMLOS,Fat tissue increased,27,33.01,21.97,49.6,32.99,719.18,True,"TYMLOS was reported with 'Fat tissue increased' in 27 cases. This combination occurs 33.01x more often than expected (95% CI: 21.97-49.6, entirely above 1, meaning the result is statistically significant). PRR=32.99 (≥2 threshold met), chi2=719.18 (≥4 threshold met)."
DUPIXENT,Erythema of eyelid,62,15.25,11.67,19.93,15.24,714.28,True,"DUPIXENT was reported with 'Erythema of eyelid' in 62 cases. This combination occurs 15.25x more often than expected (95% CI: 11.67-19.93, entirely above 1, meaning the result is statistically significant). PRR=15.24 (≥2 threshold met), chi2=714.28 (≥4 threshold met)."
DUPIXENT,Injection site mass,143,7.21,6.08,8.54,7.2,711.43,True,"DUPIXENT was reported with 'Injection site mass' in 143 cases. This combination occurs 7.21x more often than expected (95% CI: 6.08-8.54, entirely above 1, meaning the result is statistically significant). PRR=7.2 (≥2 threshold met), chi2=711.43 (≥4 threshold met)."
TYMLOS,Illness,382,3.61,3.26,4.0,3.59,703.59,True,"TYMLOS was reported with 'Illness' in 382 cases. This combination occurs 3.61x more often than expected (95% CI: 3.26-4.0, entirely above 1, meaning the result is statistically significant). PRR=3.59 (≥2 threshold met), chi2=703.59 (≥4 threshold met)."
TYMLOS,Injection site urticaria,81,11.07,8.85,13.85,11.06,702.3,True,"TYMLOS was reported with 'Injection site urticaria' in 81 cases. This combination occurs 11.07x more often than expected (95% CI: 8.85-13.85, entirely above 1, meaning the result is statistically significant). PRR=11.06 (≥2 threshold met), chi2=702.3 (≥4 threshold met)."
ASPIRIN,Haemorrhagic cholecystitis,8,175.51,65.87,467.67,175.49,693.98,True,"ASPIRIN was reported with 'Haemorrhagic cholecystitis' in 8 cases. This combination occurs 175.51x more often than expected (95% CI: 65.87-467.67, entirely above 1, meaning the result is statistically significant). PRR=175.49 (≥2 threshold met), chi2=693.98 (≥4 threshold met)."
